"","Gene","Gene_id","Disease","Disease_id","Score_gda","Association_Type"
"57808","OPRM1",4988,"Absence Seizures","C4316903",0.31,"Biomarker"
"57809","IFNB1",3456,"Absence Seizures","C4316903",0.3,"Biomarker"
"57810","CAT",847,"Absence Seizures","C4316903",0.3,"Biomarker"
"57811","OPRK1",4986,"Absence Seizures","C4316903",0.3,"Biomarker"
"57813","ACHE",43,"Absence Seizures","C4316903",0.3,"Therapeutic"
"57815","POLG",5428,"Absence Seizures","C4316903",0.3,"Biomarker"
"57816","SOD2",6648,"Absence Seizures","C4316903",0.3,"Biomarker"
"57817","MECP2",4204,"Absence Seizures","C4316903",0.4,"Biomarker"
"57818","SST",6750,"Absence Seizures","C4316903",0.3,"Therapeutic"
"57820","PDYN",5173,"Absence Seizures","C4316903",0.3,"Therapeutic"
"57822","SYN2",6854,"Absence Seizures","C4316903",0.3,"Biomarker"
"57826","NOS1",4842,"Absence Seizures","C4316903",0.3,"Biomarker"
"57827","CHRNA4",1137,"Absence Seizures","C4316903",0.3,"Biomarker"
"57828","CHRNA5",1138,"Absence Seizures","C4316903",0.3,"Biomarker"
"57830","SLC2A1",6513,"Absence Seizures","C4316903",0.42,"Biomarker"
"57831","ABCC2",1244,"Absence Seizures","C4316903",0.3,"Biomarker"
"57832","BCHE",590,"Absence Seizures","C4316903",0.3,"Therapeutic"
"57834","TBCD",6904,"Absence Seizures","C4316903",0.3,"Biomarker"
"57836","SLC1A1",6505,"Absence Seizures","C4316903",0.3,"Biomarker"
"57837","TRH",7200,"Absence Seizures","C4316903",0.3,"Biomarker"
"57838","SLC17A7",57030,"Absence Seizures","C4316903",0.3,"Biomarker"
"57839","AGT",183,"Absence Seizures","C4316903",0.3,"Biomarker"
"57840","HCN1",348980,"Absence Seizures","C4316903",0.4,"Biomarker"
"57842","KCNJ11",3767,"Absence Seizures","C4316903",0.3,"Biomarker"
"57844","PRKCD",5580,"Absence Seizures","C4316903",0.3,"Biomarker"
"57845","PIGM",93183,"Absence Seizures","C4316903",0.4,"Biomarker"
"57847","CAT",847,"Absence Seizures","C4316903",0.3,"Therapeutic"
"57850","PNKP",11284,"Absence Seizures","C4316903",0.4,"Biomarker"
"57851","GRIK1",2897,"Absence Seizures","C4316903",0.3,"Biomarker"
"57853","ALAD",210,"Absence Seizures","C4316903",0.3,"Biomarker"
"57854","GNB3",2784,"Absence Seizures","C4316903",0.3,"Biomarker"
"57858","KCNQ2",3785,"Absence Seizures","C4316903",0.3,"Biomarker"
"57859","NGFR",4804,"Absence Seizures","C4316903",0.3,"Biomarker"
"57860","LETM1",3954,"Absence Seizures","C4316903",0.3,"Biomarker"
"57862","FGF2",2247,"Absence Seizures","C4316903",0.3,"Therapeutic"
"57863","GHRL",51738,"Absence Seizures","C4316903",0.3,"Therapeutic"
"57864","CCK",885,"Absence Seizures","C4316903",0.3,"Therapeutic"
"57865","SLC6A2",6530,"Absence Seizures","C4316903",0.3,"Biomarker"
"57866","FOXG1",2290,"Absence Seizures","C4316903",0.3,"Biomarker"
"57869","RBFOX1",54715,"Absence Seizures","C4316903",0.3,"Biomarker"
"57870","GAMT",2593,"Absence Seizures","C4316903",0.3,"Biomarker"
"57871","APOE",348,"Absence Seizures","C4316903",0.3,"Biomarker"
"57872","REST",5978,"Absence Seizures","C4316903",0.3,"Therapeutic"
"57873","FOS",2353,"Absence Seizures","C4316903",0.3,"Biomarker"
"57874","SST",6750,"Absence Seizures","C4316903",0.3,"Biomarker"
"57875","CHRNA3",1136,"Absence Seizures","C4316903",0.3,"Biomarker"
"57876","CHAT",1103,"Absence Seizures","C4316903",0.3,"Biomarker"
"57877","GAD2",2572,"Absence Seizures","C4316903",0.3,"Biomarker"
"57880","IL1B",3553,"Absence Seizures","C4316903",0.3,"Biomarker"
"57881","HTR1B",3351,"Absence Seizures","C4316903",0.3,"Biomarker"
"57882","PTGS2",5743,"Absence Seizures","C4316903",0.3,"Biomarker"
"57883","HTR1A",3350,"Absence Seizures","C4316903",0.31,"Biomarker"
"57894","OPRK1",4986,"Absence Seizures","C4316903",0.3,"Therapeutic"
"57897","APEX1",328,"Absence Seizures","C4316903",0.3,"Biomarker"
"57898","NRP2",8828,"Absence Seizures","C4316903",0.3,"Biomarker"
"57899","IDH2",3418,"Absence Seizures","C4316903",0.3,"Biomarker"
"57900","CHRNB4",1143,"Absence Seizures","C4316903",0.3,"Biomarker"
"57902","SLC6A1",6529,"Absence Seizures","C4316903",0.4,"Biomarker"
"57903","IMPA1",3612,"Absence Seizures","C4316903",0.3,"Biomarker"
"57905","OXT",5020,"Absence Seizures","C4316903",0.3,"Biomarker"
"57906","D2HGDH",728294,"Absence Seizures","C4316903",0.3,"Biomarker"
"57912","NOS2",4843,"Absence Seizures","C4316903",0.3,"Biomarker"
"57913","SLC30A1",7779,"Absence Seizures","C4316903",0.3,"Biomarker"
"57914","FAAH",2166,"Absence Seizures","C4316903",0.3,"Therapeutic"
"57920","BDNF",627,"Absence Seizures","C4316903",0.3,"Biomarker"
"57921","TSC1",7248,"Absence Seizures","C4316903",0.3,"Biomarker"
"57922","TCF4",6925,"Absence Seizures","C4316903",0.3,"Biomarker"
"57923","NGF",4803,"Absence Seizures","C4316903",0.3,"Biomarker"
"57924","ADRA1B",147,"Absence Seizures","C4316903",0.3,"Biomarker"
"57927","MPDZ",8777,"Absence Seizures","C4316903",0.3,"Biomarker"
"57928","MIB1",57534,"Absence Seizures","C4316903",0.3,"Biomarker"
"57931","GABRA5",2558,"Absence Seizures","C4316903",0.3,"Biomarker"
"57932","ADORA2A",135,"Absence Seizures","C4316903",0.3,"Biomarker"
"57933","CLU",1191,"Absence Seizures","C4316903",0.3,"Biomarker"
"57935","PAM",5066,"Absence Seizures","C4316903",0.3,"Biomarker"
"57938","CDKL5",6792,"Absence Seizures","C4316903",0.4,"Biomarker"
"57942","CNNM2",54805,"Absence Seizures","C4316903",0.3,"Biomarker"
"57943","KCNA2",3737,"Absence Seizures","C4316903",0.3,"Biomarker"
"57944","SLC12A5",57468,"Absence Seizures","C4316903",0.4,"Biomarker"
"57948","ACAT1",38,"Absence Seizures","C4316903",0.3,"Biomarker"
"57950","IL6",3569,"Absence Seizures","C4316903",0.3,"Biomarker"
"57954","PLPPR1",54886,"Absence Seizures","C4316903",0.3,"Biomarker"
"57955","DRD3",1814,"Absence Seizures","C4316903",0.3,"Therapeutic"
"57956","CNR1",1268,"Absence Seizures","C4316903",0.3,"Biomarker"
"57957","ABAT",18,"Absence Seizures","C4316903",0.3,"Biomarker"
"57958","ATP7A",538,"Absence Seizures","C4316903",0.3,"Biomarker"
"57960","DRD1",1812,"Absence Seizures","C4316903",0.3,"Biomarker"
"57961","SSTR2",6752,"Absence Seizures","C4316903",0.3,"Therapeutic"
"57962","LEP",3952,"Absence Seizures","C4316903",0.3,"Therapeutic"
"57971","CHRNA5",1138,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"57972","FOS",2353,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"57973","NPY",4852,"Epileptic Seizures","C4317109",0.31,"Therapeutic"
"57974","ALPL",249,"Epileptic Seizures","C4317109",0.31,"Therapeutic"
"57975","CRH",1392,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"57976","OPRK1",4986,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"57977","OPRM1",4988,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"57978","APEX1",328,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"57980","CHRM1",1128,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"57981","KCNA2",3737,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"57982","GRIK1",2897,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"57983","NGFR",4804,"Epileptic Seizures","C4317109",0.31,"Biomarker"
"57984","SLC8A3",6547,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"57985","BDNF",627,"Epileptic Seizures","C4317109",0.33,"Therapeutic"
"57986","HCN1",348980,"Epileptic Seizures","C4317109",0.31,"Biomarker"
"57987","SYN2",6854,"Epileptic Seizures","C4317109",0.31,"Biomarker"
"57988","BDNF",627,"Epileptic Seizures","C4317109",0.33,"Biomarker"
"57989","FGF2",2247,"Epileptic Seizures","C4317109",0.3,"Therapeutic"
"57992","SST",6750,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"57993","CLU",1191,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"57994","PLPPR1",54886,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"57995","REST",5978,"Epileptic Seizures","C4317109",0.31,"Therapeutic"
"57996","HTR1A",3350,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"57997","FOXG1",2290,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"57998","PNKP",11284,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"58000","MPDZ",8777,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"58001","NOS1",4842,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"58002","TRH",7200,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"58003","HTR1A",3350,"Epileptic Seizures","C4317109",0.3,"Therapeutic"
"58005","BCHE",590,"Epileptic Seizures","C4317109",0.3,"Therapeutic"
"58006","OXT",5020,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"58007","IFNB1",3456,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"58008","TSC1",7248,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"58009","SST",6750,"Epileptic Seizures","C4317109",0.3,"Therapeutic"
"58010","CHRNA7",1139,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"58011","DRD2",1813,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"58013","PAM",5066,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"58014","SLC2A1",6513,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"58016","POLG",5428,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"58018","NPY",4852,"Epileptic Seizures","C4317109",0.31,"Biomarker"
"58019","OPRK1",4986,"Epileptic Seizures","C4317109",0.3,"Therapeutic"
"58020","IL6",3569,"Epileptic Seizures","C4317109",0.32,"Biomarker"
"58021","PRKCD",5580,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"58022","ADRA1B",147,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"58023","POMC",5443,"Epileptic Seizures","C4317109",0.3,"Therapeutic"
"58024","ATP7A",538,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"58026","IL1B",3553,"Epileptic Seizures","C4317109",0.32,"Biomarker"
"58028","ALPL",249,"Epileptic Seizures","C4317109",0.31,"Biomarker"
"58030","PIGM",93183,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"58031","ACHE",43,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"58033","ALAD",210,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"58035","ABCC2",1244,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"58037","PDYN",5173,"Epileptic Seizures","C4317109",0.3,"Therapeutic"
"58038","SLC30A1",7779,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"58039","KCNQ2",3785,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"58040","POMC",5443,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"58041","SLC8A1",6546,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"58042","TSC2",7249,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"58043","CHAT",1103,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"58045","IDH2",3418,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"58046","SLC12A5",57468,"Epileptic Seizures","C4317109",0.32,"Biomarker"
"58047","CAT",847,"Epileptic Seizures","C4317109",0.3,"Therapeutic"
"58050","NOS2",4843,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"58051","ADCYAP1",116,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"58054","CAT",847,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"58056","DRD1",1812,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"58058","INS",3630,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"58060","PVALB",5816,"Epileptic Seizures","C4317109",0.32,"Biomarker"
"58071","ACHE",43,"Epileptic Seizures","C4317109",0.3,"Therapeutic"
"58073","IMPA1",3612,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"58074","RBFOX1",54715,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"58075","MT3",4504,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"58080","DRD2",1813,"Epileptic Seizures","C4317109",0.3,"Therapeutic"
"58081","CYP11A1",1583,"Epileptic Seizures","C4317109",0.3,"Therapeutic"
"58082","CCK",885,"Epileptic Seizures","C4317109",0.3,"Therapeutic"
"58083","MECP2",4204,"Epileptic Seizures","C4317109",0.31,"Biomarker"
"58084","LEP",3952,"Epileptic Seizures","C4317109",0.31,"Therapeutic"
"58085","FAAH",2166,"Epileptic Seizures","C4317109",0.3,"Therapeutic"
"58086","NRP2",8828,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"58088","GAD2",2572,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"58089","HTR1B",3351,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"58091","PTGS2",5743,"Epileptic Seizures","C4317109",0.31,"Biomarker"
"58092","SOD2",6648,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"58093","ABAT",18,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"58094","SLC6A2",6530,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"58095","CNNM2",54805,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"58098","CHRNA3",1136,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"58099","GAMT",2593,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"58100","GABRA5",2558,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"58108","SLC6A1",6529,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"58109","CNR1",1268,"Epileptic Seizures","C4317109",0.31,"Biomarker"
"58110","KCNJ11",3767,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"58114","MIB1",57534,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"58116","TBCD",6904,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"58118","SIGMAR1",10280,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"58119","ACAT1",38,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"58120","APOE",348,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"58121","AGT",183,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"58122","CHRNB4",1143,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"58123","CDKL5",6792,"Epileptic Seizures","C4317109",0.32,"Biomarker"
"58124","ADORA2A",135,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"58126","NGF",4803,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"58137","SLC17A7",57030,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"58138","DRD3",1814,"Epileptic Seizures","C4317109",0.3,"Therapeutic"
"58139","SLC1A1",6505,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"58141","LETM1",3954,"Epileptic Seizures","C4317109",0.32,"Biomarker"
"58142","SSTR2",6752,"Epileptic Seizures","C4317109",0.3,"Therapeutic"
"58148","TCF4",6925,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"58150","GNB3",2784,"Epileptic Seizures","C4317109",0.3,"Biomarker"
"58151","CHRNA4",1137,"Epileptic Seizures","C4317109",0.31,"Biomarker"
"58156","GHRL",51738,"Epileptic Seizures","C4317109",0.3,"Therapeutic"
"58157","HTR1A",3350,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58158","ACHE",43,"Myoclonic Seizures","C4317123",0.3,"Therapeutic"
"58159","OXT",5020,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58160","DRD1",1812,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58161","PNKP",11284,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58162","CRH",1392,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58163","SLC12A5",57468,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58166","GAMT",2593,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58167","POLG",5428,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58168","CHRM1",1128,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58169","SST",6750,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58170","CHAT",1103,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58171","ADRA1B",147,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58172","ALAD",210,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58173","AGT",183,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58174","CAT",847,"Myoclonic Seizures","C4317123",0.3,"Therapeutic"
"58175","DRD2",1813,"Myoclonic Seizures","C4317123",0.3,"Therapeutic"
"58177","OPRK1",4986,"Myoclonic Seizures","C4317123",0.3,"Therapeutic"
"58178","SLC30A1",7779,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58179","NPY",4852,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58181","MIB1",57534,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58182","ACHE",43,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58183","MPDZ",8777,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58184","GHRL",51738,"Myoclonic Seizures","C4317123",0.3,"Therapeutic"
"58185","BDNF",627,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58186","IFNB1",3456,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58188","PDYN",5173,"Myoclonic Seizures","C4317123",0.3,"Therapeutic"
"58189","KCNJ11",3767,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58190","SST",6750,"Myoclonic Seizures","C4317123",0.3,"Therapeutic"
"58191","TSC2",7249,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58192","FGF2",2247,"Myoclonic Seizures","C4317123",0.3,"Therapeutic"
"58195","MECP2",4204,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58196","CHRNA7",1139,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58197","ADCYAP1",116,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58198","SOD2",6648,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58199","CYP11A1",1583,"Myoclonic Seizures","C4317123",0.3,"Therapeutic"
"58201","FOS",2353,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58202","ALPL",249,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58203","SYN2",6854,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58205","IL1B",3553,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58206","BCHE",590,"Myoclonic Seizures","C4317123",0.3,"Therapeutic"
"58208","HTR1A",3350,"Myoclonic Seizures","C4317123",0.3,"Therapeutic"
"58210","TRH",7200,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58211","POMC",5443,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58213","TCF4",6925,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58214","FOXG1",2290,"Myoclonic Seizures","C4317123",0.31,"Biomarker"
"58217","PLPPR1",54886,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58222","SLC6A1",6529,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58223","DRD2",1813,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58224","LETM1",3954,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58225","CCK",885,"Myoclonic Seizures","C4317123",0.3,"Therapeutic"
"58227","SLC8A1",6546,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58228","CLU",1191,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58229","SLC17A7",57030,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58230","GAD2",2572,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58231","APOE",348,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58232","CHRNA4",1137,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58235","POMC",5443,"Myoclonic Seizures","C4317123",0.3,"Therapeutic"
"58236","SLC1A1",6505,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58237","PIGU",128869,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58242","OPRM1",4988,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58243","DRD3",1814,"Myoclonic Seizures","C4317123",0.3,"Therapeutic"
"58244","SLC2A1",6513,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58245","PRKCD",5580,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58248","CHRNA5",1138,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58249","KCNA2",3737,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58251","REST",5978,"Myoclonic Seizures","C4317123",0.3,"Therapeutic"
"58252","IDH2",3418,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58253","IMPA1",3612,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58255","GNB3",2784,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58256","APEX1",328,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58259","NGF",4803,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58263","PVALB",5816,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58264","ABCC2",1244,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58266","HTR1B",3351,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58268","IL6",3569,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58269","CDKL5",6792,"Myoclonic Seizures","C4317123",0.33,"Biomarker"
"58270","CHRNB4",1143,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58271","NGFR",4804,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58274","BDNF",627,"Myoclonic Seizures","C4317123",0.3,"Therapeutic"
"58275","NRP2",8828,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58276","NPY",4852,"Myoclonic Seizures","C4317123",0.3,"Therapeutic"
"58277","PAM",5066,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58278","CHRNA3",1136,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58280","ATP7A",538,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58281","ACAT1",38,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58283","CAT",847,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58284","FAAH",2166,"Myoclonic Seizures","C4317123",0.3,"Therapeutic"
"58293","PIGM",93183,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58295","NOS2",4843,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58296","TSC1",7248,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58300","INS",3630,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58302","MT3",4504,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58304","GABRA5",2558,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58305","HCN1",348980,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58308","TBCD",6904,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58310","LEP",3952,"Myoclonic Seizures","C4317123",0.3,"Therapeutic"
"58312","GRIK1",2897,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58313","NOS1",4842,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58316","SLC8A3",6547,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58317","ALPL",249,"Myoclonic Seizures","C4317123",0.3,"Therapeutic"
"58319","OPRK1",4986,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58320","D2HGDH",728294,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58324","SSTR2",6752,"Myoclonic Seizures","C4317123",0.3,"Therapeutic"
"58325","GRIA2",2891,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58326","SIGMAR1",10280,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58328","CNR1",1268,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58331","SLC6A2",6530,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58333","CNNM2",54805,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58338","ADORA2A",135,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58339","ABAT",18,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58342","PTGS2",5743,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58343","RBFOX1",54715,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58344","KCNQ2",3785,"Myoclonic Seizures","C4317123",0.3,"Biomarker"
"58346","P4HB",5034,"COLE-CARPENTER SYNDROME 1","C4317154",0.61,"Biomarker"
